guid/image/axis,value
0ff0a23e-5f50-4461-8ccf-2b71bead2e8e/0116/y,-2.976852
0ff0a23e-5f50-4461-8ccf-2b71bead2e8e/0116/z,36.597186
0ff0a23e-5f50-4461-8ccf-2b71bead2e8e/0117/x,-1.851861
0ff0a23e-5f50-4461-8ccf-2b71bead2e8e/0117/y,-2.976852
0ff0a23e-5f50-4461-8ccf-2b71bead2e8e/0117/z,36.597186
0ff0a23e-5f50-4461-8ccf-2b71bead2e8e/0118/x,-1.851861
0ff0a23e-5f50-4461-8ccf-2b71bead2e8e/0118/y,-2.976852
0ff0a23e-5f50-4461-8ccf-2b71bead2e8e/0118/z,36.597186
0ff0a23e-5f50-4461-8ccf-2b71bead2e8e/0119/x,-1.851861
0ff0a23e-5f50-4461-8ccf-2b71bead2e8e/0119/y,-2.976852
0ff0a23e-5f50-4461-8ccf-2b71bead2e8e/0119/z,36.597186
0ff0a23e-5f50-4461-8ccf-2b71bead2e8e/0120/x,-1.851861
0ff0a23e-5f50-4461-8ccf-2b71bead2e8e/0120/y,-2.976852
0ff0a23e-5f50-4461-8ccf-2b71bead2e8e/0120/z,36.597186
0ff0a23e-5f50-4461-8ccf-2b71bead2e8e/0121/x,-1.851861
0ff0a23e-5f50-4461-8ccf-2b71bead2e8e/0121/y,-2.976852
0ff0a23e-5f50-4461-8ccf-2b71bead2e8e/0121/z,36.597186
0ff0a23e-5f50-4461-8ccf-2b71bead2e8e/0122/x,-1.851861
0ff0a23e-5f50-4461-8ccf-2b71bead2e8e/0122/y,-2.976852
0ff0a23e-5f50-4461-8ccf-2b71bead2e8e/0122/z,36.597186
0ff0a23e-5f50-4461-8ccf-2b71bead2e8e/0123/x,-1.851861
0ff0a23e-5f50-4461-8ccf-2b71bead2e8e/0123/y,-2.976852
0ff0a23e-5f50-4461-8ccf-2b71bead2e8e/0123/z,36.597186
0ff0a23e-5f50-4461-8ccf-2b71bead2e8e/0124/x,-1.851861
0ff0a23e-5f50-4461-8ccf-2b71bead2e8e/0124/y,-2.976852
0ff0a23e-5f50-4461-8ccf-2b71bead2e8e/0124/z,36.597186
0ff0a23e-5f50-4461-8ccf-2b71bead2e8e/0125/x,-1.851861
0ff0a23e-5f50-4461-8ccf-2b71bead2e8e/0125/y,-2.976852
0ff0a23e-5f50-4461-8ccf-2b71bead2e8e/0125/z,36.597186
0ff0a23e-5f50-4461-8ccf-2b71bead2e8e/0126/x,-1.851861
0ff0a23e-5f50-4461-8ccf-2b71bead2e8e/0126/y,-2.976852
0ff0a23e-5f50-4461-8ccf-2b71bead2e8e/0126/z,36.597186
0ff0a23e-5f50-4461-8ccf-2b71bead2e8e/0127/x,-1.851861
0ff0a23e-5f50-4461-8ccf-2b71bead2e8e/0127/y,-2.976852
0ff0a23e-5f50-4461-8ccf-2b71bead2e8e/0127/z,36.597186
0ff0a23e-5f50-4461-8ccf-2b71bead2e8e/0128/x,-1.851861
0ff0a23e-5f50-4461-8ccf-2b71bead2e8e/0128/y,-2.976852
0ff0a23e-5f50-4461-8ccf-2b71bead2e8e/0128/z,36.597186
0ff0a23e-5f50-4461-8ccf-2b71bead2e8e/0129/x,-1.851861
0ff0a23e-5f50-4461-8ccf-2b71bead2e8e/0129/y,-2.976852
0ff0a23e-5f50-4461-8ccf-2b71bead2e8e/0129/z,36.597186
0ff0a23e-5f50-4461-8ccf-2b71bead2e8e/0130/x,-1.851861
0ff0a23e-5f50-4461-8ccf-2b71bead2e8e/0130/y,-2.976852
0ff0a23e-5f50-4461-8ccf-2b71bead2e8e/0130/z,36.597186
0ff0a23e-5f50-4461-8ccf-2b71bead2e8e/0131/x,-1.851861
0ff0a23e-5f50-4461-8ccf-2b71bead2e8e/0131/y,-2.976852
0ff0a23e-5f50-4461-8ccf-2b71bead2e8e/0131/z,36.597186
0ff0a23e-5f50-4461-8ccf-2b71bead2e8e/0132/x,-1.851861
0ff0a23e-5f50-4461-8ccf-2b71bead2e8e/0132/y,-2.976852
0ff0a23e-5f50-4461-8ccf-2b71bead2e8e/0132/z,36.597186
0ff0a23e-5f50-4461-8ccf-2b71bead2e8e/0133/x,-1.851861
0ff0a23e-5f50-4461-8ccf-2b71bead2e8e/0133/y,-2.976852
0ff0a23e-5f50-4461-8ccf-2b71bead2e8e/0133/z,36.597186
0ff0a23e-5f50-4461-8ccf-2b71bead2e8e/0134/x,-1.851861
0ff0a23e-5f50-4461-8ccf-2b71bead2e8e/0134/y,-2.976852
0ff0a23e-5f50-4461-8ccf-2b71bead2e8e/0134/z,36.597186
0ff0a23e-5f50-4461-8ccf-2b71bead2e8e/0135/x,-1.851861
0ff0a23e-5f50-4461-8ccf-2b71bead2e8e/0135/y,-2.976852
0ff0a23e-5f50-4461-8ccf-2b71bead2e8e/0135/z,36.597186
0ff0a23e-5f50-4461-8ccf-2b71bead2e8e/0136/x,-1.851861
0ff0a23e-5f50-4461-8ccf-2b71bead2e8e/0136/y,-2.976852
0ff0a23e-5f50-4461-8ccf-2b71bead2e8e/0136/z,36.597186
0ff0a23e-5f50-4461-8ccf-2b71bead2e8e/0137/x,-1.851861
0ff0a23e-5f50-4461-8ccf-2b71bead2e8e/0137/y,-2.976852
0ff0a23e-5f50-4461-8ccf-2b71bead2e8e/0137/z,36.597186
0ff0a23e-5f50-4461-8ccf-2b71bead2e8e/0138/x,-1.851861
0ff0a23e-5f50-4461-8ccf-2b71bead2e8e/0138/y,-2.976852
0ff0a23e-5f50-4461-8ccf-2b71bead2e8e/0138/z,36.597186
0ff0a23e-5f50-4461-8ccf-2b71bead2e8e/0139/x,-1.851861
0ff0a23e-5f50-4461-8ccf-2b71bead2e8e/0139/y,-2.976852
0ff0a23e-5f50-4461-8ccf-2b71bead2e8e/0139/z,36.597186
0ff0a23e-5f50-4461-8ccf-2b71bead2e8e/0140/x,-1.851861
0ff0a23e-5f50-4461-8ccf-2b71bead2e8e/0140/y,-2.976852
0ff0a23e-5f50-4461-8ccf-2b71bead2e8e/0140/z,36.597186
0ff0a23e-5f50-4461-8ccf-2b71bead2e8e/0141/x,-1.851861
0ff0a23e-5f50-4461-8ccf-2b71bead2e8e/0141/y,-2.976852
0ff0a23e-5f50-4461-8ccf-2b71bead2e8e/0141/z,36.597186
0ff0a23e-5f50-4461-8ccf-2b71bead2e8e/0142/x,-1.851861
0ff0a23e-5f50-4461-8ccf-2b71bead2e8e/0142/y,-2.976852
0ff0a23e-5f50-4461-8ccf-2b71bead2e8e/0142/z,36.597186
0ff0a23e-5f50-4461-8ccf-2b71bead2e8e/0143/x,-1.851861
0ff0a23e-5f50-4461-8ccf-2b71bead2e8e/0143/y,-2.976852
0ff0a23e-5f50-4461-8ccf-2b71bead2e8e/0143/z,36.597186
0ff0a23e-5f50-4461-8ccf-2b71bead2e8e/0144/x,-1.851861
0ff0a23e-5f50-4461-8ccf-2b71bead2e8e/0144/y,-2.976852
0ff0a23e-5f50-4461-8ccf-2b71bead2e8e/0144/z,36.597186
0ff0a23e-5f50-4461-8ccf-2b71bead2e8e/0145/x,-1.851861
0ff0a23e-5f50-4461-8ccf-2b71bead2e8e/0145/y,-2.976852
0ff0a23e-5f50-4461-8ccf-2b71bead2e8e/0145/z,36.597186
0ff0a23e-5f50-4461-8ccf-2b71bead2e8e/0146/x,-1.851861
0ff0a23e-5f50-4461-8ccf-2b71bead2e8e/0146/y,-2.976852
0ff0a23e-5f50-4461-8ccf-2b71bead2e8e/0146/z,36.597186
0ff0a23e-5f50-4461-8ccf-2b71bead2e8e/0147/x,-1.851861
0ff0a23e-5f50-4461-8ccf-2b71bead2e8e/0147/y,-2.976852
0ff0a23e-5f50-4461-8ccf-2b71bead2e8e/0147/z,36.597186
0ff0a23e-5f50-4461-8ccf-2b71bead2e8e/0148/x,-1.851861
0ff0a23e-5f50-4461-8ccf-2b71bead2e8e/0148/y,-2.976852
0ff0a23e-5f50-4461-8ccf-2b71bead2e8e/0148/z,36.597186
0ff0a23e-5f50-4461-8ccf-2b71bead2e8e/0149/x,-1.851861
0ff0a23e-5f50-4461-8ccf-2b71bead2e8e/0149/y,-2.976852
0ff0a23e-5f50-4461-8ccf-2b71bead2e8e/0149/z,36.597186
0ff0a23e-5f50-4461-8ccf-2b71bead2e8e/0150/x,-1.851861
0ff0a23e-5f50-4461-8ccf-2b71bead2e8e/0150/y,-2.976852
0ff0a23e-5f50-4461-8ccf-2b71bead2e8e/0150/z,36.597186
301c7467-993f-4ce5-9952-1f9ab29e0992/0000/x,0.66691047
301c7467-993f-4ce5-9952-1f9ab29e0992/0000/y,-0.13392882
301c7467-993f-4ce5-9952-1f9ab29e0992/0000/z,6.4324503
301c7467-993f-4ce5-9952-1f9ab29e0992/0001/x,0.66691047
301c7467-993f-4ce5-9952-1f9ab29e0992/0001/y,-0.13392882
301c7467-993f-4ce5-9952-1f9ab29e0992/0001/z,6.4324503
301c7467-993f-4ce5-9952-1f9ab29e0992/0002/x,0.66691047
301c7467-993f-4ce5-9952-1f9ab29e0992/0002/y,-0.13392882
301c7467-993f-4ce5-9952-1f9ab29e0992/0002/z,6.4324503
301c7467-993f-4ce5-9952-1f9ab29e0992/0003/x,-1.851861
301c7467-993f-4ce5-9952-1f9ab29e0992/0003/y,-2.976852
301c7467-993f-4ce5-9952-1f9ab29e0992/0003/z,36.597186
301c7467-993f-4ce5-9952-1f9ab29e0992/0004/x,-1.851861
301c7467-993f-4ce5-9952-1f9ab29e0992/0004/y,-2.976852
301c7467-993f-4ce5-9952-1f9ab29e0992/0004/z,36.597186
301c7467-993f-4ce5-9952-1f9ab29e0992/0005/x,-1.851861
301c7467-993f-4ce5-9952-1f9ab29e0992/0005/y,-2.976852
301c7467-993f-4ce5-9952-1f9ab29e0992/0005/z,36.597186
301c7467-993f-4ce5-9952-1f9ab29e0992/0006/x,0.66691047
301c7467-993f-4ce5-9952-1f9ab29e0992/0006/y,-0.13392882
301c7467-993f-4ce5-9952-1f9ab29e0992/0006/z,6.4324503
301c7467-993f-4ce5-9952-1f9ab29e0992/0007/x,0.66691047
301c7467-993f-4ce5-9952-1f9ab29e0992/0007/y,-0.13392882
301c7467-993f-4ce5-9952-1f9ab29e0992/0007/z,6.4324503
301c7467-993f-4ce5-9952-1f9ab29e0992/0008/x,-1.851861
301c7467-993f-4ce5-9952-1f9ab29e0992/0008/y,-2.976852
301c7467-993f-4ce5-9952-1f9ab29e0992/0008/z,36.597186
301c7467-993f-4ce5-9952-1f9ab29e0992/0009/x,-1.851861
301c7467-993f-4ce5-9952-1f9ab29e0992/0009/y,-2.976852
301c7467-993f-4ce5-9952-1f9ab29e0992/0009/z,36.597186
301c7467-993f-4ce5-9952-1f9ab29e0992/0010/x,0.64437187
301c7467-993f-4ce5-9952-1f9ab29e0992/0010/y,-0.2737037
301c7467-993f-4ce5-9952-1f9ab29e0992/0010/z,7.4813204
301c7467-993f-4ce5-9952-1f9ab29e0992/0011/x,-1.851861
301c7467-993f-4ce5-9952-1f9ab29e0992/0011/y,-2.976852
301c7467-993f-4ce5-9952-1f9ab29e0992/0011/z,36.597186
301c7467-993f-4ce5-9952-1f9ab29e0992/0012/x,0.6148482
301c7467-993f-4ce5-9952-1f9ab29e0992/0012/y,-0.45679736
301c7467-993f-4ce5-9952-1f9ab29e0992/0012/z,8.855255
301c7467-993f-4ce5-9952-1f9ab29e0992/0013/x,-1.851861
301c7467-993f-4ce5-9952-1f9ab29e0992/0013/y,-2.976852
301c7467-993f-4ce5-9952-1f9ab29e0992/0013/z,36.597186
301c7467-993f-4ce5-9952-1f9ab29e0992/0014/x,0.63226074
301c7467-993f-4ce5-9952-1f9ab29e0992/0014/y,-0.3488121
301c7467-993f-4ce5-9952-1f9ab29e0992/0014/z,8.044933
301c7467-993f-4ce5-9952-1f9ab29e0992/0015/x,0.606319
301c7467-993f-4ce5-9952-1f9ab29e0992/0015/y,-0.5096917
301c7467-993f-4ce5-9952-1f9ab29e0992/0015/z,9.252174
301c7467-993f-4ce5-9952-1f9ab29e0992/0016/x,-1.851861
301c7467-993f-4ce5-9952-1f9ab29e0992/0016/y,-2.976852
301c7467-993f-4ce5-9952-1f9ab29e0992/0016/z,36.597186
301c7467-993f-4ce5-9952-1f9ab29e0992/0017/x,0.49877965
301c7467-993f-4ce5-9952-1f9ab29e0992/0017/y,-1.176606
301c7467-993f-4ce5-9952-1f9ab29e0992/0017/z,14.256697
301c7467-993f-4ce5-9952-1f9ab29e0992/0018/x,-1.851861
301c7467-993f-4ce5-9952-1f9ab29e0992/0018/y,-2.976852
301c7467-993f-4ce5-9952-1f9ab29e0992/0018/z,36.597186
301c7467-993f-4ce5-9952-1f9ab29e0992/0019/x,0.66691047
301c7467-993f-4ce5-9952-1f9ab29e0992/0019/y,-0.13392882
301c7467-993f-4ce5-9952-1f9ab29e0992/0019/z,6.4324503
301c7467-993f-4ce5-9952-1f9ab29e0992/0020/x,0.66691047
301c7467-993f-4ce5-9952-1f9ab29e0992/0020/y,-0.13392882
301c7467-993f-4ce5-9952-1f9ab29e0992/0020/z,6.4324503
301c7467-993f-4ce5-9952-1f9ab29e0992/0021/x,0.66691047
301c7467-993f-4ce5-9952-1f9ab29e0992/0021/y,-0.13392882
301c7467-993f-4ce5-9952-1f9ab29e0992/0021/z,6.4324503
301c7467-993f-4ce5-9952-1f9ab29e0992/0022/x,0.66691047
301c7467-993f-4ce5-9952-1f9ab29e0992/0022/y,-0.13392882
301c7467-993f-4ce5-9952-1f9ab29e0992/0022/z,6.4324503
301c7467-993f-4ce5-9952-1f9ab29e0992/0023/x,0.66691047
301c7467-993f-4ce5-9952-1f9ab29e0992/0023/y,-0.13392882
301c7467-993f-4ce5-9952-1f9ab29e0992/0023/z,6.4324503
301c7467-993f-4ce5-9952-1f9ab29e0992/0024/x,0.66691047
301c7467-993f-4ce5-9952-1f9ab29e0992/0024/y,-0.13392882
301c7467-993f-4ce5-9952-1f9ab29e0992/0024/z,6.4324503
301c7467-993f-4ce5-9952-1f9ab29e0992/0025/x,0.66691047
301c7467-993f-4ce5-9952-1f9ab29e0992/0025/y,-0.13392882
301c7467-993f-4ce5-9952-1f9ab29e0992/0025/z,6.4324503
301c7467-993f-4ce5-9952-1f9ab29e0992/0026/x,0.66691047
301c7467-993f-4ce5-9952-1f9ab29e0992/0026/y,-0.13392882
301c7467-993f-4ce5-9952-1f9ab29e0992/0026/z,6.4324503
301c7467-993f-4ce5-9952-1f9ab29e0992/0027/x,0.66691047
301c7467-993f-4ce5-9952-1f9ab29e0992/0027/y,-0.13392882
301c7467-993f-4ce5-9952-1f9ab29e0992/0027/z,6.4324503
301c7467-993f-4ce5-9952-1f9ab29e0992/0028/x,0.66691047
301c7467-993f-4ce5-9952-1f9ab29e0992/0028/y,-0.13392882
301c7467-993f-4ce5-9952-1f9ab29e0992/0028/z,6.4324503
301c7467-993f-4ce5-9952-1f9ab29e0992/0029/x,0.66691047
301c7467-993f-4ce5-9952-1f9ab29e0992/0029/y,-0.13392882
301c7467-993f-4ce5-9952-1f9ab29e0992/0029/z,6.4324503
301c7467-993f-4ce5-9952-1f9ab29e0992/0030/x,0.66691047
301c7467-993f-4ce5-9952-1f9ab29e0992/0030/y,-0.13392882
301c7467-993f-4ce5-9952-1f9ab29e0992/0030/z,6.4324503
301c7467-993f-4ce5-9952-1f9ab29e0992/0031/x,0.66691047
301c7467-993f-4ce5-9952-1f9ab29e0992/0031/y,-0.13392882
301c7467-993f-4ce5-9952-1f9ab29e0992/0031/z,6.4324503
301c7467-993f-4ce5-9952-1f9ab29e0992/0032/x,-1.851861
301c7467-993f-4ce5-9952-1f9ab29e0992/0032/y,-2.976852
301c7467-993f-4ce5-9952-1f9ab29e0992/0032/z,36.597186
301c7467-993f-4ce5-9952-1f9ab29e0992/0033/x,0.66691047
301c7467-993f-4ce5-9952-1f9ab29e0992/0033/y,-0.13392882
301c7467-993f-4ce5-9952-1f9ab29e0992/0033/z,6.4324503
301c7467-993f-4ce5-9952-1f9ab29e0992/0034/x,0.66691047
301c7467-993f-4ce5-9952-1f9ab29e0992/0034/y,-0.13392882
301c7467-993f-4ce5-9952-1f9ab29e0992/0034/z,6.4324503
301c7467-993f-4ce5-9952-1f9ab29e0992/0035/x,-1.851861
301c7467-993f-4ce5-9952-1f9ab29e0992/0035/y,-2.976852
301c7467-993f-4ce5-9952-1f9ab29e0992/0035/z,36.597186
301c7467-993f-4ce5-9952-1f9ab29e0992/0036/x,-1.851861
301c7467-993f-4ce5-9952-1f9ab29e0992/0036/y,-2.976852
301c7467-993f-4ce5-9952-1f9ab29e0992/0036/z,36.597186
301c7467-993f-4ce5-9952-1f9ab29e0992/0037/x,-1.851861
301c7467-993f-4ce5-9952-1f9ab29e0992/0037/y,-2.976852
301c7467-993f-4ce5-9952-1f9ab29e0992/0037/z,36.597186
301c7467-993f-4ce5-9952-1f9ab29e0992/0038/x,-1.851861
301c7467-993f-4ce5-9952-1f9ab29e0992/0038/y,-2.976852
301c7467-993f-4ce5-9952-1f9ab29e0992/0038/z,36.597186
301c7467-993f-4ce5-9952-1f9ab29e0992/0039/x,-1.851861
301c7467-993f-4ce5-9952-1f9ab29e0992/0039/y,-2.976852
301c7467-993f-4ce5-9952-1f9ab29e0992/0039/z,36.597186
301c7467-993f-4ce5-9952-1f9ab29e0992/0040/x,0.66691047
301c7467-993f-4ce5-9952-1f9ab29e0992/0040/y,-0.13392882
301c7467-993f-4ce5-9952-1f9ab29e0992/0040/z,6.4324503
301c7467-993f-4ce5-9952-1f9ab29e0992/0041/x,-1.851861
301c7467-993f-4ce5-9952-1f9ab29e0992/0041/y,-2.976852
301c7467-993f-4ce5-9952-1f9ab29e0992/0041/z,36.597186
301c7467-993f-4ce5-9952-1f9ab29e0992/0042/x,-1.851861
301c7467-993f-4ce5-9952-1f9ab29e0992/0042/y,-2.976852
301c7467-993f-4ce5-9952-1f9ab29e0992/0042/z,36.597186
301c7467-993f-4ce5-9952-1f9ab29e0992/0043/x,0.66691047
301c7467-993f-4ce5-9952-1f9ab29e0992/0043/y,-0.13392882
301c7467-993f-4ce5-9952-1f9ab29e0992/0043/z,6.4324503
301c7467-993f-4ce5-9952-1f9ab29e0992/0044/x,0.65039617
301c7467-993f-4ce5-9952-1f9ab29e0992/0044/y,-0.23634379
301c7467-993f-4ce5-9952-1f9ab29e0992/0044/z,7.200972
301c7467-993f-4ce5-9952-1f9ab29e0992/0045/x,0.61417407
301c7467-993f-4ce5-9952-1f9ab29e0992/0045/y,-0.46097797
301c7467-993f-4ce5-9952-1f9ab29e0992/0045/z,8.886626
301c7467-993f-4ce5-9952-1f9ab29e0992/0046/x,-1.851861
301c7467-993f-4ce5-9952-1f9ab29e0992/0046/y,-2.976852
301c7467-993f-4ce5-9952-1f9ab29e0992/0046/z,36.597186
301c7467-993f-4ce5-9952-1f9ab29e0992/0047/x,-1.851861
301c7467-993f-4ce5-9952-1f9ab29e0992/0047/y,-2.976852
301c7467-993f-4ce5-9952-1f9ab29e0992/0047/z,36.597186
301c7467-993f-4ce5-9952-1f9ab29e0992/0048/x,-1.851861
301c7467-993f-4ce5-9952-1f9ab29e0992/0048/y,-2.976852
301c7467-993f-4ce5-9952-1f9ab29e0992/0048/z,36.597186
301c7467-993f-4ce5-9952-1f9ab29e0992/0049/x,-1.851861
301c7467-993f-4ce5-9952-1f9ab29e0992/0049/y,-2.976852
301c7467-993f-4ce5-9952-1f9ab29e0992/0049/z,36.597186
301c7467-993f-4ce5-9952-1f9ab29e0992/0050/x,-1.851861
301c7467-993f-4ce5-9952-1f9ab29e0992/0050/y,-2.976852
301c7467-993f-4ce5-9952-1f9ab29e0992/0050/z,36.597186
42f4f79e-caa5-4702-b54d-d48fa4e7ab1b/0000/x,-1.851861
42f4f79e-caa5-4702-b54d-d48fa4e7ab1b/0000/y,-2.976852
42f4f79e-caa5-4702-b54d-d48fa4e7ab1b/0000/z,36.597186
42f4f79e-caa5-4702-b54d-d48fa4e7ab1b/0001/x,-1.851861
42f4f79e-caa5-4702-b54d-d48fa4e7ab1b/0001/y,-2.976852
42f4f79e-caa5-4702-b54d-d48fa4e7ab1b/0001/z,36.597186
42f4f79e-caa5-4702-b54d-d48fa4e7ab1b/0002/x,-1.851861
42f4f79e-caa5-4702-b54d-d48fa4e7ab1b/0002/y,-2.976852
42f4f79e-caa5-4702-b54d-d48fa4e7ab1b/0002/z,36.597186
42f4f79e-caa5-4702-b54d-d48fa4e7ab1b/0003/x,-1.851861
42f4f79e-caa5-4702-b54d-d48fa4e7ab1b/0003/y,-2.976852
42f4f79e-caa5-4702-b54d-d48fa4e7ab1b/0003/z,36.597186
42f4f79e-caa5-4702-b54d-d48fa4e7ab1b/0004/x,-1.851861
42f4f79e-caa5-4702-b54d-d48fa4e7ab1b/0004/y,-2.976852
42f4f79e-caa5-4702-b54d-d48fa4e7ab1b/0004/z,36.597186
42f4f79e-caa5-4702-b54d-d48fa4e7ab1b/0005/x,5.002762
42f4f79e-caa5-4702-b54d-d48fa4e7ab1b/0005/y,-2.4893231
42f4f79e-caa5-4702-b54d-d48fa4e7ab1b/0005/z,22.181328
42f4f79e-caa5-4702-b54d-d48fa4e7ab1b/0006/x,0.40569046
42f4f79e-caa5-4702-b54d-d48fa4e7ab1b/0006/y,-1.7539065
42f4f79e-caa5-4702-b54d-d48fa4e7ab1b/0006/z,18.588758
42f4f79e-caa5-4702-b54d-d48fa4e7ab1b/0007/x,0.48578605
42f4f79e-caa5-4702-b54d-d48fa4e7ab1b/0007/y,-1.2571869
42f4f79e-caa5-4702-b54d-d48fa4e7ab1b/0007/z,14.861377
42f4f79e-caa5-4702-b54d-d48fa4e7ab1b/0008/x,0.66691047
42f4f79e-caa5-4702-b54d-d48fa4e7ab1b/0008/y,-0.13392882
42f4f79e-caa5-4702-b54d-d48fa4e7ab1b/0008/z,6.4324503
42f4f79e-caa5-4702-b54d-d48fa4e7ab1b/0009/x,0.66691047
42f4f79e-caa5-4702-b54d-d48fa4e7ab1b/0009/y,-0.13392882
42f4f79e-caa5-4702-b54d-d48fa4e7ab1b/0009/z,6.4324503
42f4f79e-caa5-4702-b54d-d48fa4e7ab1b/0010/x,0.66691047
42f4f79e-caa5-4702-b54d-d48fa4e7ab1b/0010/y,-0.13392882
42f4f79e-caa5-4702-b54d-d48fa4e7ab1b/0010/z,6.4324503
42f4f79e-caa5-4702-b54d-d48fa4e7ab1b/0011/x,0.66691047
42f4f79e-caa5-4702-b54d-d48fa4e7ab1b/0011/y,-0.13392882
42f4f79e-caa5-4702-b54d-d48fa4e7ab1b/0011/z,6.4324503
42f4f79e-caa5-4702-b54d-d48fa4e7ab1b/0012/x,0.66691047
42f4f79e-caa5-4702-b54d-d48fa4e7ab1b/0012/y,-0.13392882
42f4f79e-caa5-4702-b54d-d48fa4e7ab1b/0012/z,6.4324503
42f4f79e-caa5-4702-b54d-d48fa4e7ab1b/0013/x,0.66691047
42f4f79e-caa5-4702-b54d-d48fa4e7ab1b/0013/y,-0.13392882
42f4f79e-caa5-4702-b54d-d48fa4e7ab1b/0013/z,6.4324503
42f4f79e-caa5-4702-b54d-d48fa4e7ab1b/0014/x,0.66691047
42f4f79e-caa5-4702-b54d-d48fa4e7ab1b/0014/y,-0.13392882
42f4f79e-caa5-4702-b54d-d48fa4e7ab1b/0014/z,6.4324503
42f4f79e-caa5-4702-b54d-d48fa4e7ab1b/0015/x,0.66691047
42f4f79e-caa5-4702-b54d-d48fa4e7ab1b/0015/y,-0.13392882
42f4f79e-caa5-4702-b54d-d48fa4e7ab1b/0015/z,6.4324503
42f4f79e-caa5-4702-b54d-d48fa4e7ab1b/0016/x,0.66691047
42f4f79e-caa5-4702-b54d-d48fa4e7ab1b/0016/y,-0.13392882
42f4f79e-caa5-4702-b54d-d48fa4e7ab1b/0016/z,6.4324503
42f4f79e-caa5-4702-b54d-d48fa4e7ab1b/0017/x,0.66691047
42f4f79e-caa5-4702-b54d-d48fa4e7ab1b/0017/y,-0.13392882
42f4f79e-caa5-4702-b54d-d48fa4e7ab1b/0017/z,6.4324503
42f4f79e-caa5-4702-b54d-d48fa4e7ab1b/0018/x,0.66691047
42f4f79e-caa5-4702-b54d-d48fa4e7ab1b/0018/y,-0.13392882
42f4f79e-caa5-4702-b54d-d48fa4e7ab1b/0018/z,6.4324503
42f4f79e-caa5-4702-b54d-d48fa4e7ab1b/0019/x,0.66691047
42f4f79e-caa5-4702-b54d-d48fa4e7ab1b/0019/y,-0.13392882
42f4f79e-caa5-4702-b54d-d48fa4e7ab1b/0019/z,6.4324503
42f4f79e-caa5-4702-b54d-d48fa4e7ab1b/0020/x,0.66691047
42f4f79e-caa5-4702-b54d-d48fa4e7ab1b/0020/y,-0.13392882
42f4f79e-caa5-4702-b54d-d48fa4e7ab1b/0020/z,6.4324503
42f4f79e-caa5-4702-b54d-d48fa4e7ab1b/0021/x,0.66691047
42f4f79e-caa5-4702-b54d-d48fa4e7ab1b/0021/y,-0.13392882
42f4f79e-caa5-4702-b54d-d48fa4e7ab1b/0021/z,6.4324503
42f4f79e-caa5-4702-b54d-d48fa4e7ab1b/0022/x,0.66691047
42f4f79e-caa5-4702-b54d-d48fa4e7ab1b/0022/y,-0.13392882
42f4f79e-caa5-4702-b54d-d48fa4e7ab1b/0022/z,6.4324503
42f4f79e-caa5-4702-b54d-d48fa4e7ab1b/0023/x,0.66691047
42f4f79e-caa5-4702-b54d-d48fa4e7ab1b/0023/y,-0.13392882
42f4f79e-caa5-4702-b54d-d48fa4e7ab1b/0023/z,6.4324503
42f4f79e-caa5-4702-b54d-d48fa4e7ab1b/0024/x,0.66691047
42f4f79e-caa5-4702-b54d-d48fa4e7ab1b/0024/y,-0.13392882
42f4f79e-caa5-4702-b54d-d48fa4e7ab1b/0024/z,6.4324503
42f4f79e-caa5-4702-b54d-d48fa4e7ab1b/0025/x,0.66691047
42f4f79e-caa5-4702-b54d-d48fa4e7ab1b/0025/y,-0.13392882
42f4f79e-caa5-4702-b54d-d48fa4e7ab1b/0025/z,6.4324503
42f4f79e-caa5-4702-b54d-d48fa4e7ab1b/0026/x,0.66691047
42f4f79e-caa5-4702-b54d-d48fa4e7ab1b/0026/y,-0.13392882
42f4f79e-caa5-4702-b54d-d48fa4e7ab1b/0026/z,6.4324503
42f4f79e-caa5-4702-b54d-d48fa4e7ab1b/0027/x,0.66691047
42f4f79e-caa5-4702-b54d-d48fa4e7ab1b/0027/y,-0.13392882
42f4f79e-caa5-4702-b54d-d48fa4e7ab1b/0027/z,6.4324503
42f4f79e-caa5-4702-b54d-d48fa4e7ab1b/0028/x,0.66691047
42f4f79e-caa5-4702-b54d-d48fa4e7ab1b/0028/y,-0.13392882
42f4f79e-caa5-4702-b54d-d48fa4e7ab1b/0028/z,6.4324503
42f4f79e-caa5-4702-b54d-d48fa4e7ab1b/0029/x,0.66691047
42f4f79e-caa5-4702-b54d-d48fa4e7ab1b/0029/y,-0.13392882
42f4f79e-caa5-4702-b54d-d48fa4e7ab1b/0029/z,6.4324503
42f4f79e-caa5-4702-b54d-d48fa4e7ab1b/0030/x,0.66691047
42f4f79e-caa5-4702-b54d-d48fa4e7ab1b/0030/y,-0.13392882
42f4f79e-caa5-4702-b54d-d48fa4e7ab1b/0030/z,6.4324503
42f4f79e-caa5-4702-b54d-d48fa4e7ab1b/0031/x,0.66691047
42f4f79e-caa5-4702-b54d-d48fa4e7ab1b/0031/y,-0.13392882
42f4f79e-caa5-4702-b54d-d48fa4e7ab1b/0031/z,6.4324503
42f4f79e-caa5-4702-b54d-d48fa4e7ab1b/0032/x,0.66691047
42f4f79e-caa5-4702-b54d-d48fa4e7ab1b/0032/y,-0.13392882
42f4f79e-caa5-4702-b54d-d48fa4e7ab1b/0032/z,6.4324503
